PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Espesor (mm),Longitud (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1019104,,OSK0044,HOT RODS,HOTRO REPAIR KIT COUNTERSHAFT,Kit de reparacion piñon de salida HOT RODS Yamaha Grizzly 550,40.06,33.11,21.52,OSK0044,0,8714109090,0,1,<p>Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.</p><ul><li>Kit includes oil seal – O-rings – washer – ring</li><li>The contents of the kit vary according to the application</li><li>Parts manufactured from quality materials and machined with great precision</li><li>Equivalent reliability to the original fit<br></li></ul>,"
Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.Kit includes oil seal – O-rings – washer – ringThe contents of the kit vary according to the applicationParts manufactured from quality materials and machined with great precisionEquivalent reliability to the original fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,114,112,116,109,9,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019104-1.jpg?context=bWFzdGVyfHJvb3R8MTkzODd8aW1hZ2UvanBlZ3xhRGhsTDJoaVppODVPRGd5TkRRd09EUTJOVFF6T0M4NE1EQlhlRGd3TUVoZk1UQXhPVEV3TkMweExtcHdad3xhZGM0NDViMDEzOWJjNWNmYzBjNDg4MDMzZDU5NDM0MjQ3YjMzNDAwZDIwOGRjYTNjNWI3MDA4YTJhNmQ1YjNi,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019101,,OSK0049,HOT RODS,HOTRO REPAIR KIT COUNTERSHAFT,Kit de reparacion piñon de salida HOT RODS Suzuki RM-Z250,41.09,33.96,22.07,OSK0049,0,8714109090,0,1,<p>Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.</p><ul><li>Kit includes oil seal – O-rings – washer – ring</li><li>The contents of the kit vary according to the application</li><li>Parts manufactured from quality materials and machined with great precision</li><li>Equivalent reliability to the original fit<br></li></ul>,"
Hot Rods gearbox output shaft repair kits enable the sealing of this gearbox component to be repaired.Kit includes oil seal – O-rings – washer – ringThe contents of the kit vary according to the applicationParts manufactured from quality materials and machined with great precisionEquivalent reliability to the original fit",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,264,51,119,101,22,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019101-1.jpg?context=bWFzdGVyfHJvb3R8MjEwOTB8aW1hZ2UvanBlZ3xhREF3TDJoaU1pODVPRGd5TkRRd09EQTNNakl5TWk4NE1EQlhlRGd3TUVoZk1UQXhPVEV3TVMweExtcHdad3xhODVlMTBlOTc2MDQ0MzU1MjE4ODRkMjNlMmFhMTUxZWNmNDlmZjBmMmQxZWEzNjhjOTgwYjdkYzZlODYxYmE1,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019102,,OSK0029,HOT RODS,HOTRO REPAIR KIT COUNTERSHAFT,Kit de reparación de piñón de salida HOT RODS - Suzuki RM-Z450,39.03,32.26,20.97,OSK0029,0,8714109090,0,1,"<p>Los kits de reparaci&oacute;n del eje de salida de la caja de cambios Hot Rods permiten reparar la estanqueidad de este componente de la caja de cambios.</p>
<ul>
<li>El kit incluye sello de aceite - juntas t&oacute;ricas - arandela - anillo</li>
<li>El contenido del kit var&iacute;a seg&uacute;n la aplicaci&oacute;n</li>
<li>Piezas fabricadas con materiales de calidad y mecanizadas con gran precisi&oacute;n</li>
<li>Fiabilidad equivalente al recambio original</li>
</ul>","
Los kits de reparación del eje de salida de la caja de cambios Hot Rods permiten reparar la estanqueidad de este componente de la caja de cambios.

El kit incluye sello de aceite - juntas tóricas - arandela - anillo
El contenido del kit varía según la aplicación
Piezas fabricadas con materiales de calidad y mecanizadas con gran precisión
Fiabilidad equivalente al recambio original
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,87,34,117,106,7,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019102-1.jpg?context=bWFzdGVyfHJvb3R8MjM5NjR8aW1hZ2UvanBlZ3xhR0prTDJoaU9DODVPRGd5TkRRd09ESTJPRGd6TUM4NE1EQlhlRGd3TUVoZk1UQXhPVEV3TWkweExtcHdad3w1MGZlMDRiNTBkNDUwMWM1NzJiYmVlNWZmNTkxNTU4YjBlYWFjNWE2MDFkNzZkZjk4N2Y2OGJlZjhkZmE0ZDNh,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006848,46705,4083,HOT RODS,HOTRO CRANKSHAFT COMPLETE,Cigüeñal Hot Rods 4083,449.41,371.41,241.42,8-4083,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,10514,3275,285,217,170,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006848-1.jpg?context=bWFzdGVyfHJvb3R8NTM4OTN8aW1hZ2UvanBlZ3xhR0l5TDJoak1DODVPRGd5TkRJd05ESTRPREF6TUM4NE1EQlhlRGd3TUVoZk1UQXdOamcwT0MweExtcHdad3w2OGY5MGNkYWI0MmQyZDMzNDljN2IxZDA3MjY0NzdkNDQ2Zjk4MjQ3YzMwMDhiZWYxNGM3MDQ3MTg2Zjk0YWIy,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006667,46403,8132,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8132,142.91,118.11,76.77,8430525464032,1,8714109090,0,1,"The Hot Rods brand specializes in designing high-performance connecting rods and crankshafts for motorbikes and quads. These connecting rods are high-precision forged in a high-grade steel alloy, which improves the performance of the connecting rod once fitted and balanced. The special treatment of the crank pins and reinforced needle rollers guarantee the reliability of the whole assembly.","The Hot Rods brand specializes in designing high-performance connecting rods and crankshafts for motorbikes and quads. These connecting rods are high-precision forged in a high-grade steel alloy, which improves the performance of the connecting rod once fitted and balanced. The special treatment of the crank pins and reinforced needle rollers guarantee the reliability of the whole assembly.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,377,272,176,63,34,,,,,,,,https://api.mybihr.com/medias/1006667-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE0NTE5fGltYWdlL2pwZWd8YUdGaUwyZzBaUzg0T1RZNE56azVNelUwT1RFd0x6RXdNRFkyTmpjdE1WODRNREJYZURnd01FZ3xkNzk5ODQ1YWVmM2M2NWY5OWIzZDNhNGY0MWE2OTQzYTMxNjZjZDA0OGI5MGRiMTQ1NzI4YTA0NTBmZmI5NmE5,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006673,46477,8690,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8690,239.59,198.01,128.71,8690,2,8714109090,0,1,<strong><font color=#ff0000>NO VALIDO SHERCO</font></strong>,NO VALIDO SHERCO,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,772,583,195,88,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006673-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTh8aW1hZ2UvanBlZ3xhRE5tTDJoaE1pODVPRGd5TkRFNE56VTNOak0xTUM4NE1EQlhlRGd3TUVoZk1UQXdOalkzTXkweExtcHdad3w4OWJiYjAxZDkzZDFkODg2MDJiZTMzOWY4MTZjMDdjYThiY2NjMDRhNzk3ZDdmNmNmZmMxODUwY2NiMDE0Nzk5,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006744,46457,8651,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8651,272.50,225.21,146.39,8430525464575,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,799,1156,188,85,50,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006744-1.jpg?context=bWFzdGVyfHJvb3R8Mjk4MjF8aW1hZ2UvanBlZ3xhR0ptTDJobE5TODVPRGd5TkRFNU5ESTJNVEF5TWk4NE1EQlhlRGd3TUVoZk1UQXdOamMwTkMweExtcHdad3wyM2QwMDg2NDg0NTZiMGI2YThiMzRjNGU2NTQzNTIyODNmZThhMGE3MTZmODE3YTRjMWJjNTlmNjgyMzAwZGIz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006749,46442,8620,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8620,232.39,192.06,124.84,8430525464421,1,8714109090,0,1,"Longitud: 102,50 mm.","Longitud: 102,50 mm.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,590,795,145,74,55,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006749-1.jpg?context=bWFzdGVyfHJvb3R8MjU1Mzl8aW1hZ2UvanBlZ3xhREZrTDJobVlTODVPRGd5TkRFNU5EZzFNRGcwTmk4NE1EQlhlRGd3TUVoZk1UQXdOamMwT1MweExtcHdad3wzZWUzOTJhZmI0Mjc5MjgzY2UyZmZhM2ZkMGNhMjZhYTMxNTA4NTQwY2ZmNTM3MDg4ODEyOGI4YmI4MWM1MmYw,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006758,46441,8619,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8619,239.59,198.01,128.71,8430525464414,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,690,602,141,89,55,,,,,,,,https://api.mybihr.com/medias/1006758-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMzV8aW1hZ2UvanBlZ3xhRGd5TDJobU15ODRPVE00T1RjNU56ZzJOemd5THpFd01EWTNOVGd0TVY4NE1EQlhlRGd3TUVnfGVhYmZkYmM3MmZlMWZhZjc0ZjkwNTQ3YzQ5OTQwMWJmOTMxZjZhMmIzM2FlODllMjNlYTVmYzZlMmYxMTQ4YjE,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006814,46685,4059,HOT RODS,HOTRO CRANKSHAFT COMPLETE,Cigüeñal Hot Rods tipo origen 4059,654.08,540.56,351.36,8430525466852,3,8714109090,0,1,"<ul>
	<li>NO sirve para aplicaciones de arranque a patada</li>
	<li>Rectificado y equilibrado de fábrica</li>
	<li>Conjunto de cigüeñal de recambio OEM de alta resistencia</li>
	<li>Listo para instalar</li>
	<li>Holgura lateral de la biela 0,35-0,55 mm</li>
	<li>Tipo de motor 4 tiempos</li>
	<li>Cilindrada final 400cc</li>
	<li>Alta resistencia&nbsp;</li>
	<li>Carrera 62,600mm</li>
	<li>Tipo Estándar</li>
	<li>Compatible con cilindros Cylinder Works 1018901 y Athena 1013436</li>
</ul>","
	NO sirve para aplicaciones de arranque a patada
	Rectificado y equilibrado de fábrica
	Conjunto de cigüeñal de recambio OEM de alta resistencia
	Listo para instalar
	Holgura lateral de la biela 0,35-0,55 mm
	Tipo de motor 4 tiempos
	Cilindrada final 400cc
	Alta resistencia 
	Carrera 62,600mm
	Tipo Estándar
	Compatible con cilindros Cylinder Works 1018901 y Athena 1013436
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,10288,4375,290,215,165,,,,,,,,https://api.mybihr.com/medias/1006814-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk5Mjd8aW1hZ2UvanBlZ3xhR000TDJoa05DODRPVE0wT1RBNE16WXlOemd5THpFd01EWTRNVFF0TVY4NE1EQlhlRGd3TUVnfGRmZTljYjZlOTY0ZDljMjFiYWU1YjY1Nzc1MzhmYzZiNzQ2ZDdkMWFlZDUwYTg0MDc4YjA2YmE5N2VlMGJhZGI,https://api.mybihr.com/medias/1006814-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc1Njl8aW1hZ2UvanBlZ3xhREJpTDJoalpTODRPVE0wT1RBNE5UVTVNemt3THpFd01EWTRNVFF0TWw4NE1EQlhlRGd3TUVnfDlhOWQ5NTBhYzYwODljNmMwOTE5MDgxYWUxOGMzNWE3ZjVlNjBkODNiZjExY2RlNzgwMWI0ZjdhMmNjNDVhZmM,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006694,46465,8666,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8666,252.96,209.06,135.89,8430525464650,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,807,892,197,91,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006694-1.jpg?context=bWFzdGVyfHJvb3R8MzA1NTB8aW1hZ2UvanBlZ3xhREF4TDJnek1TODVPRGd5TkRFNE9UVTBNalF6TUM4NE1EQlhlRGd3TUVoZk1UQXdOalk1TkMweExtcHdad3xhMGE5MWY1M2FkY2NhY2JmY2ZkZjFkMDA4MjMwZjdjOTVkYzUwNzFjN2I1Y2NkMmIwN2I2YzgwZDIzMzFlOTIz,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006721,46391,8110,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8110,146.00,120.66,78.43,8430525463912,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,340,390,174,61,32,,,,,,,,https://api.mybihr.com/medias/1006721-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxODR8aW1hZ2UvanBlZ3xhRFJsTDJnMllTODRPVEkyTkRBME5qQTRNRE13THpFd01EWTNNakV0TVY4NE1EQlhlRGd3TUVnfDkzNDk5Y2MwYWE1NjlkZTg0NTY3Y2IwYTllYTc0YWFkOGEyYmQ5ZmIyMjI5ZGM4ZjE1ZDM4NWQ2MWVhOGQ0NzU,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006831,46665,4035,HOT RODS,HOTRO CRANKSHAFT COMPLETE,Cigüeñal Hot Rods 4035,463.81,383.31,249.15,8430525466654,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,9062,2850,274,208,159,,,,,,,,https://api.mybihr.com/medias/1006831-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzODd8aW1hZ2UvanBlZ3xhRGd6TDJnd09DODRPVEF4TnpFeU16RTBNems0THpFd01EWTRNekV0TVY4NE1EQlhlRGd3TUVnfGM0ZjhlZGQyYzMxOWJmOGRiOTBhNGJhMzU1YjY3YWE4YWE4NWFjZGFkY2QxM2I5NjI2NWY5NjRlNzhkNDY0MDg,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006747,46436,8614,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8614,252.96,209.06,135.89,8430525464360,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,672,1065,81,43,193,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006747-1.jpg?context=bWFzdGVyfHJvb3R8Mjc1MTF8aW1hZ2UvanBlZ3xhRGRqTDJobFl5ODVPRGd5TkRFNU5EUTFOell6TUM4NE1EQlhlRGd3TUVoZk1UQXdOamMwTnkweExtcHdad3w3ZmQzMTI0NTE1NTBlMWU4ODI2ZDU0OTk2YTRmM2Y3ZWMxY2ZmNjRiZjM0NGQzOWY3MmRlZDBmNzVjYjYwZTlh,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1019132,,BBK0011,HOT RODS,HOTRO REPAIR KIT BALANCER SHAFT,Kit reacondicionamiento eje del balance HOTS RODS Yamaha YZ450 / 426F,65.78,54.36,35.33,BBK0011,0,8714109090,0,1,<p>Hot Rods balancer shaft bearing reconditioning kits are designed for reconditioning the balancer shaft.</p><ul><li>Balancer shaft bearings kit</li><li>Comprises: bearing – needle bearing</li><li>For superior quality replacements</li><li>Bearings machined and assembled with the know-how acquired in the manufacture of engine parts</li></ul>,"
Hot Rods balancer shaft bearing reconditioning kits are designed for reconditioning the balancer shaft.Balancer shaft bearings kitComprises: bearing – needle bearingFor superior quality replacementsBearings machined and assembled with the know-how acquired in the manufacture of engine parts",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,202,145,100,119,17,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1019132-1.jpg?context=bWFzdGVyfHJvb3R8NTY5OTN8aW1hZ2UvanBlZ3xhRGxsTDJnNVl5ODVPRGd5TkRReE1UQXlNVE0wTWk4NE1EQlhlRGd3TUVoZk1UQXhPVEV6TWkweExtcHdad3wwY2Y5Nzc1NDQ2ZjExNjBmMGVjMTk0YTY2ZjBjOTZlMTJmNDdkNWE4NzJmYzk2MWViZDZmZDliYmUwNjVmMzgy,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006844,46696,4074,HOT RODS,HOTRO CRANKSHAFT COMPLETE,Cigüeñal Hot Rods 4074,530.66,438.56,285.06,8430525466968,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,10031,3964,282,213,167,,,,,,,,https://api.mybihr.com/medias/1006844-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQwMjB8aW1hZ2UvanBlZ3xhRGszTDJoaFpDODRPVEF4TlRrNE56Y3pNamM0THpFd01EWTRORFF0TVY4NE1EQlhlRGd3TUVnfDY5OWZlZmQzMzg1OGEyN2M2Yjc0NmNmMmQ3NDE5M2RkMjlhZDg0NGI4ZGQxZjc1ZGYyNWEzNzM3ZmU3MmE2OWU,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006658,46471,8675,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8675,239.59,198.01,128.71,8430525464711,0,8714109090,0,1,<p>Hot Rods connecting rods are machined with great precision to guarantee maximum reliability. They are suitable for high-performance replacement or preparation for the competition.</p><ul><li>Connecting rods Hot Rods Rods</li><li>Contents: Connecting rod – crank pins – Needle roller cages</li><li>Steel-forged connecting rod</li><li>Treated crank pins</li><li>Reinforced needle roller cages</li><li>Excellent thermal resistance and physical properties for the assembly</li><li>Recommended for racing or intensive use</li></ul>,"
Hot Rods connecting rods are machined with great precision to guarantee maximum reliability. They are suitable for high-performance replacement or preparation for the competition.Connecting rods Hot Rods RodsContents: Connecting rod – crank pins – Needle roller cagesSteel-forged connecting rodTreated crank pinsReinforced needle roller cagesExcellent thermal resistance and physical properties for the assemblyRecommended for racing or intensive use",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,751,439,194,86,45,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006658-1.jpg?context=bWFzdGVyfHJvb3R8OTk1Mjd8aW1hZ2UvanBlZ3xhR1F3TDJnM1l5ODNPVEl4Tmpnd09Ua3pORGczT0M4NE1EQlhlRGd3TUVoZk1UQXdOalkxT0MweExtcHdad3w5MTFkM2NlNTM4ODIzYjdjNmJjODE4ZGQ3MGU5ZTFlMWE1MDc5YzE1ZDUwZjc3ZTdiYmM0Y2JkMTljZDEyNTFj,https://api.mybihr.com/medias/800Wx800H-1006658-2.jpg?context=bWFzdGVyfHJvb3R8OTI1NzF8aW1hZ2UvanBlZ3xhREptTDJnNE1DODNPVEl4TmpneE1ETXlPREE1TkM4NE1EQlhlRGd3TUVoZk1UQXdOalkxT0MweUxtcHdad3xjZTg2ZjFmMDRjMWNhM2MyMzExMWYyMDgyODJjMzFlYmE1MTVjOWI3ZjlhMzNmNjMxNjQ0NTE2ODc5ODBiMjJj,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006665,93456,8710,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8710,409.29,338.26,219.87,8430525934566,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css""> .cs2654AE3A{text-align:left;text-indent:0pt;margin:0pt 0pt 0pt 0pt} .cs63EB74B2{color:#000000;background-color:transparent;font-family:Times New Roman;font-size:12pt;font-weight:normal;font-style:normal;} .cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000000;background-color:transparent;font-family:Arial;font-size:12pt;font-weight:normal;font-style:normal} </style> </head> <body> <p>Hot Rods is not only “The Original” aftermarket replacement rod, but the best aftermarket replacement rod. All of the rods are created from 8620 case hardened steel. To improve fatigue durability, all Hot Rods rods are shot peened.</p><ul start=""1""> <li>Contains : rod - needle roller - crank pin</li><li>Forged rod</li><li>Treated crank pins</li><li>Reinforced needle roller</li><li>High resistance and long term reliability</li><li>For competition use</li></ul> </body> </html>","       Hot Rods is not only “The Original” aftermarket replacement rod, but the best aftermarket replacement rod. All of the rods are created from 8620 case hardened steel. To improve fatigue durability, all Hot Rods rods are shot peened. Contains : rod - needle roller - crank pinForged rodTreated crank pinsReinforced needle rollerHigh resistance and long term reliabilityFor competition use  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,701,655,194,86,42,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006665-1.jpg?context=bWFzdGVyfHJvb3R8MjA2MTR8aW1hZ2UvanBlZ3xhRFE0TDJobVpTODVPRGd5TkRFNE5qazROalV5Tmk4NE1EQlhlRGd3TUVoZk1UQXdOalkyTlMweExtcHdad3w5ZjhkZTY5NWVhMGYzOGRjZmE2NjRlZWQ0YWZiNWUwMTMxNzFlYThjMzM1MmZmMTU2OTZjMzNiODdiN2FhNGI3,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006709,46444,8622,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8622,239.59,198.01,128.71,8622,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,769,625,177,79,55,,,,,,,,https://api.mybihr.com/medias/1006709-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMzV8aW1hZ2UvanBlZ3xhREUwTDJoaU5TODRPVEkzTURFeE9EazNNemMwTHpFd01EWTNNRGt0TVY4NE1EQlhlRGd3TUVnfGVhODdkYzA1MmJlMTZhYjJkZTAyYzQ4MjdmMGQzZjRjZjRlMWYzNGM2N2Y5M2VhNDNmOTdjMTUyMDlhZDBmZGY,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006659,46404,8135,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8135,204.62,169.11,109.92,8430525464049,0,8714109090,0,1,<p>Hot Rods connecting rods are machined with great precision to guarantee maximum reliability. They are suitable for high-performance replacement or preparation for the competition.</p><ul><li>Connecting rods Hot Rods Rods</li><li>Contents: Connecting rod – crank pins – Needle roller cages</li><li>Steel-forged connecting rod</li><li>Treated crank pins</li><li>Reinforced needle roller cages</li><li>Excellent thermal resistance and physical properties for the assembly</li><li>Recommended for racing or intensive use</li></ul><p>Dimensions:<br></p><ul><li>Connecting rod length (centre-to-centre): 85mm</li><li>Diameter: big end: 22mm - small end: 15mm</li><li>Width: big end: 11.80mm  - small end: 14mm</li><li>Cage (large): 16x22x11.8</li><li>Cage (small): 12x15x14.8</li><li>Crank pin: Diameter 16mm – Length 36mm</li><li>Washer thickness: 0.85mm<br></li></ul>,"
Hot Rods connecting rods are machined with great precision to guarantee maximum reliability. They are suitable for high-performance replacement or preparation for the competition.Connecting rods Hot Rods RodsContents: Connecting rod – crank pins – Needle roller cagesSteel-forged connecting rodTreated crank pinsReinforced needle roller cagesExcellent thermal resistance and physical properties for the assemblyRecommended for racing or intensive use
Dimensions:Connecting rod length (centre-to-centre): 85mmDiameter: big end: 22mm - small end: 15mmWidth: big end: 11.80mm  - small end: 14mmCage (large): 16x22x11.8Cage (small): 12x15x14.8Crank pin: Diameter 16mm – Length 36mmWasher thickness: 0.85mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,357,194,175,60,34,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1006659-1.jpg?context=bWFzdGVyfHJvb3R8MjY4NTZ8aW1hZ2UvanBlZ3xhREZpTDJobE1pODVPRGd5TkRFNE5qQXdNelE0Tmk4NE1EQlhlRGd3TUVoZk1UQXdOalkxT1MweExtcHdad3wyYjRkNGE0NjcwMGI2MTNkYTUyYzU5NTUyZTU2MDViNWI3ZGNmN2YyYWEwNDY1YzA2MTY3YTBhNTdhMzMwNDE4,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006737,46390,8109,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8109,156.28,129.16,83.95,8430525463905,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,319,520,172,58,32,,,,,,,,https://api.mybihr.com/medias/1006737-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxODR8aW1hZ2UvanBlZ3xhR1ExTDJoak5pODRPVEF4TVRJNU56WTBPRGswTHpFd01EWTNNemN0TVY4NE1EQlhlRGd3TUVnfDQzNDdiOTJlYWM2NTkwMDhkZWVjZDE1YTg2M2VhNDNiMTNiOWE1ZTlhMDdiNDZhMzQyMjVlZGQ1ODFiYzQ0OTg,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
1006715,46425,8164,HOT RODS,HOTRO CONNEC ROD KIT,Kit biela de cigüeñal Hot Rods 8164,232.39,192.06,124.84,8430525464254,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BOTTOM ENGINE,319,520,172,58,32,,,,,,,,https://api.mybihr.com/medias/1006715-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxODR8aW1hZ2UvanBlZ3xhRGhoTDJnMU5DODRPVEkyTnpnME1qSTFNekV3THpFd01EWTNNVFV0TVY4NE1EQlhlRGd3TUVnfGNiZWMwMWNmOGU1ZDk2ZDIyZThiODIxMDcwNjFjZGY3NWQ5ZjIwNTU1YzVlOWMyZTkwZjk5NTYyY2FlZTNjYmI,,,,,,https://static.bihr.pro/eBihr/Pictures/HOT_RODS-pictures.zip,Spain Warehouse (Parts)
