PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro del cilindro (mm),Diámetro Ø (mm),Eslabones de cadena,Nº de segmentos,Referencias OEM,Relación de compresión,Sobremedida,Tipo de cadena de distribución,Tipo de motor,Tipo de pistón,Tolerancia,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
1095054001,9323DA,22998A,VERTEX,"VERTX PISTON 22998, 53,95MM",Pistón fundición VERTEX,151.78,125.44,81.54,22998A,2,8409910090,0,1,PISTON FOR RM1252004-0953.95MM,PISTON FOR RM1252004-0953.95MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,950 mm",270,150,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,A,https://api.mybihr.com/medias/1095054001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1ZqTDJneU5pODRPVGd5TlRRNE9EY3pNalEyTHpFd09UVXdOVFF3TURFdE1WODRNREJYZURnd01FZ3xlMjBjNDkyYTczOGUzZjEwNGY1ZTlhOTRiZjk5OTEzMTc5M2VlMjFhNGZkOWY2ZTFiNDEwOGY0ODdiNzhlNjdm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095054003,9323DC,22998C,VERTEX,"VERTX PISTON 22998, 53,97MM",Pistón fundición VERTEX,151.78,125.44,81.54,22998C,1,8409910090,0,1,PISTON VERTEX Ø53.97 CASTED,PISTON VERTEX Ø53.97 CASTED,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,970 mm",270,175,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,C,https://api.mybihr.com/medias/1095054003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREZrTDJnek5TODRPVGd5TlRRNU5EWXpNRGN3THpFd09UVXdOVFF3TURNdE1WODRNREJYZURnd01FZ3wwM2I2MzBkZTgyYTFlODJmZDQ1Y2ZlOWZkYjg1ZjEyOTA3NWExZTA0NmEyNzM5MzI0Yzg5MDE4ZDUxOWE3Y2Ex,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095054005,9323D050,22998050,VERTEX,"VERTX PISTON 22998, 54,50MM",Pistón fundición VERTEX,166.97,137.99,89.69,8430525676114,0,8409910090,0,1,"VERTEX die-cast pistons for 2-strokes are renowned for their performance and long-term reliability. Specialising in the manufacture of engine components for off-road machines, their parts are fitted as original equipment on machines from many manufacturers, including the best teams in the MX World Championship and Enduro championship.","VERTEX die-cast pistons for 2-strokes are renowned for their performance and long-term reliability. Specialising in the manufacture of engine components for off-road machines, their parts are fitted as original equipment on machines from many manufacturers, including the best teams in the MX World Championship and Enduro championship.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 54,500 mm",359,183,89,65,62,Aluminio,Estándar,,,,,,,,,2T,,050,https://api.mybihr.com/medias/1095054005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhR1JoTDJnellpODRPVGd5TlRRNU5qVTVOamM0THpFd09UVXdOVFF3TURVdE1WODRNREJYZURnd01FZ3wxNTEwNmFiN2E1Y2JjODcxOTI4YjVlOGRiN2VkZDkwZWE1Njg1N2JiYzFkYjBkMDU1ZjIyMWRhYTUzMDFkOWI5,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095054006,9323D100,22998100,VERTEX,"VERTX PISTON 22998, 55,00MM",Pistón fundición VERTEX,166.97,137.99,89.69,8430525676121,1,8409910090,0,1,VERTEX Ø55.00  DIE-CAST PISTON FOR SUZUKI,VERTEX Ø55.00  DIE-CAST PISTON FOR SUZUKI,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 55,000 mm",363,185,90,65,62,Aluminio,Estándar,,,,,,,,,2T,,100,https://api.mybihr.com/medias/1095054006-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhR0ZoTDJnME1pODRPVGd5TlRRNU9EVTJNamcyTHpFd09UVXdOVFF3TURZdE1WODRNREJYZURnd01FZ3xjMmE2MDU0ZmRlMWIxY2ZiYzZkMTYyNTFiOTk5ZDI5Nzc2ZWYxYjlhOGNjNTllODkwYTk3NmQ1OTYzODZmMTZm,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095054002,9323DB,22998B,VERTEX,"VERTX PISTON 22998, 53,96MM",Pistón fundición VERTEX,151.78,125.44,81.54,22998B,2,8409910090,0,1,PISTON VERTEX Ø53.96 CASTED,PISTON VERTEX Ø53.96 CASTED,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,960 mm",270,160,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,B,https://api.mybihr.com/medias/1095054002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRGhrTDJneVlTODRPVGd5TlRRNU1UTTFNemt3THpFd09UVXdOVFF3TURJdE1WODRNREJYZURnd01FZ3wzYzVkN2E0ZDUwMjAxM2YxNzEwZWNjYWQ2YTFkNTY2MWI3ZGE4NjBjYjVkZTNiZWVhYzRkNDBhMjVlYmVkNDU3,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095054004,9323DD,22998D,VERTEX,"VERTX PISTON 22998, 53,98MM",Pistón fundición VERTEX,151.78,125.44,81.54,22998D,3,8409910090,0,1,PISTON FOR RM1252004-0953.98MM,PISTON FOR RM1252004-0953.98MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,980 mm",276,170,57,57,85,Aluminio,Estándar,,,,,,,,,2T,,D,https://api.mybihr.com/medias/1095054004-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhRFF6TDJoallTODRPVFUzTURZeU5URXlOamN3THpFd09UVXdOVFF3TURRdE1WODRNREJYZURnd01FZ3xhMzY2MDk0Nzg5ZGI5MzE1NDkzNDVjMDViNzlkYmNkZTAxOWY1YTEwNzI4NmVlNTA5YTdhZDllMTZiYzI4NGQx,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095054007,9323D200,22998200,VERTEX,"VERTX PISTON 22998, 56,00MM",Pistón fundición VERTEX,166.97,137.99,89.69,8430525676138,0,8409910090,0,1,VERTEX Ø56.00  DIE-CAST PISTON FOR SUZUKI,VERTEX Ø56.00  DIE-CAST PISTON FOR SUZUKI,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 56,000 mm",369,199,90,63,65,Aluminio,Estándar,,,,,,,,,2T,,200,https://api.mybihr.com/medias/1095054007-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ1NTZ8aW1hZ2UvanBlZ3xhRGcwTDJnNFl5ODRPVFF5TlRFd09EQXdPVEkyTHpFd09UVXdOVFF3TURjdE1WODRNREJYZURnd01FZ3w1Njc4NWUxMDJlOGUxMWEzNmUzM2UzZTZlMDRmNWNhZGFhY2MzMDU4ZWYzN2Q4N2E0OTNhNWU5YzU3NDM3MjQ3,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117197003,,24519C,VERTEX,"VERTX PISTON, 57,960MM",Pistón fundición VERTEX,183.28,151.47,98.46,24519C,0,8409910090,0,1,"<p>VERTEX pistons are recognised for their performance and mileage.</p>
<p>Specialising in the manufacture of engine components, the equipment supplier is used by numerous motorcycle</p>
<p>motorbike manufacturers and many teams in the MX World Championship.</p>","
VERTEX pistons are recognised for their performance and mileage.

Specialising in the manufacture of engine components, the equipment supplier is used by numerous motorcycle

motorbike manufacturers and many teams in the MX World Championship.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 57,960 mm",389,214,95,65,63,Aluminio,Estándar,,,,2,,,,,2T,,C,https://api.mybihr.com/medias/1117197003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0NTc4NnxpbWFnZS9qcGVnfGFEWmhMMmhqTWk4eE5qWTBNVGN6TXpVeU5UVXpOQzh4TVRFM01UazNNREF6TFRGZk9EQXdWM2c0TURCSXxjNmIyMTc4NTY4MTFlYWM0NzRhYzZiYmJjN2VjNmI3NjY0OGUxMmU1M2M0MjVmYTY1MjRmZjAxMzM3Y2E1NGFl,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117197002,,24519B,VERTEX,"VERTX PISTON, 57,950MM",Pistón fundición VERTEX,183.28,151.47,98.46,24519B,0,8409910090,0,1,"<p>VERTEX pistons are recognised for their performance and mileage.</p>
<p>Specialising in the manufacture of engine components, the equipment supplier is used by numerous motorcycle</p>
<p>motorbike manufacturers and many teams in the MX World Championship.</p>","
VERTEX pistons are recognised for their performance and mileage.

Specialising in the manufacture of engine components, the equipment supplier is used by numerous motorcycle

motorbike manufacturers and many teams in the MX World Championship.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 57,950 mm",381,214,93,65,63,Aluminio,Estándar,,,,2,,,,,2T,,B,https://api.mybihr.com/medias/1117197002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0NTc4NnxpbWFnZS9qcGVnfGFHWTNMMmhqWmk4eE5qWTBNVGN6TXpFek1qTXhPQzh4TVRFM01UazNNREF5TFRGZk9EQXdWM2c0TURCSXw0ODdiNjE3NDI4NzMxM2IxYzYzNTJmNTM1NDM1YzBjMzQ1YWM0NDBjYWVjMDgwMzFmNjkwMDAzMjkzZjUyNzIw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117197001,,24519A,VERTEX,"VERTX PISTON, 57,940MM",Pistón fundición VERTEX,183.28,151.47,98.46,24519A,0,8409910090,0,1,"<p>VERTEX pistons are recognised for their performance and mileage.</p>
<p>Specialising in the manufacture of engine components, the equipment supplier is used by numerous motorcycle</p>
<p>motorbike manufacturers and many teams in the MX World Championship.</p>","
VERTEX pistons are recognised for their performance and mileage.

Specialising in the manufacture of engine components, the equipment supplier is used by numerous motorcycle

motorbike manufacturers and many teams in the MX World Championship.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 57,940 mm",369,213,93,65,61,Aluminio,Estándar,,,,2,,,,,2T,,A,https://api.mybihr.com/medias/1117197001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0NTc4NnxpbWFnZS9qcGVnfGFHSmpMMmhrWVM4eE5qWTBNVGN6TWpjek9URXdNaTh4TVRFM01UazNNREF4TFRGZk9EQXdWM2c0TURCSXxiMDg2ZjEzMmE2MWZkNjNhYWFhODY1NTg5MmJhNWJiZWY5NmJjYjNmZjUxYTI0YjU3MjUwZGU1ZGIyZmE0MzYy,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095019003,9101D075,22030075,VERTEX,"VERTX PISTON 22030, 39,75MM",Pistón fundición VERTEX,63.53,52.50,34.13,8430525674202,0,8409910090,0,1,PISTON FOR NSR/MTX50 39.75MM,PISTON FOR NSR/MTX50 39.75MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 39,750 mm",151,80,46,47,70,Aluminio,Estándar,,,,2,,,,,2T,,075,https://api.mybihr.com/medias/1095019003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI0MjJ8aW1hZ2UvanBlZ3xhREV5TDJnME9TODRPVGd5TlRRek16WTRNakl5THpFd09UVXdNVGt3TURNdE1WODRNREJYZURnd01FZ3w3NTM3ZGY2ZDE0MDViMzVhYzlhYjZhNWRlYTEwZjE4NmQyNzcxOTg1NmJiNGZmOTJhODNjZjU2YjUzYzM1NDgz,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095019001,9101D025,22030025,VERTEX,"VERTX PISTON 22030, 39,25MM",Pistón fundición VERTEX,63.53,52.50,34.13,8430525674189,0,8409910090,0,1,PISTON FOR NSR/MTX50 39.25MM,PISTON FOR NSR/MTX50 39.25MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 39,250 mm",151,80,46,47,70,Aluminio,Estándar,,,,2,,,,,2T,,025,https://api.mybihr.com/medias/1095019001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI0MjJ8aW1hZ2UvanBlZ3xhR1EzTDJobVpTODRPVFEzTmpFM05EazNNVEU0THpFd09UVXdNVGt3TURFdE1WODRNREJYZURnd01FZ3wxMGJmMGZhYWZmZTljMGY1NWJlYTkwOWMzNjQ4YTYwNjY1YWE0YTUyYmY0YzZjZDlkOGFjYWRkMDY2YzljOTQ3,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095019002,9101D050,22030050,VERTEX,"VERTX PISTON 22030, 39,50MM",Pistón fundición VERTEX,63.53,52.50,34.13,8430525674196,0,8409910090,0,1,PISTON FOR NSR/MTX50 39.5MM,PISTON FOR NSR/MTX50 39.5MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 39,500 mm",151,90,46,47,70,Aluminio,Estándar,,,,2,,,,,2T,,050,https://api.mybihr.com/medias/1095019002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI0MjJ8aW1hZ2UvanBlZ3xhRGc0TDJobU15ODRPVFEzTmpFM09Ea3dNek0wTHpFd09UVXdNVGt3TURJdE1WODRNREJYZURnd01FZ3xkZTEzMjM2MzMxZWQxMzY2NDBiZGQ1YmNkMjk4NzQ1MmMwMzQ2OTE2N2EwODljZWEyMTc3MGVmNjYwMTRhMzYw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095019004,9101D100,22030100,VERTEX,"VERTX PISTON 22030, 40,00MM",Pistón fundición VERTEX,63.53,52.50,34.13,8430525674219,0,8409910090,0,1,PISTON FOR NSR/MTX50 40MM,PISTON FOR NSR/MTX50 40MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 40,000 mm",151,80,46,47,70,Aluminio,Estándar,,,,2,,,,,2T,,100,https://api.mybihr.com/medias/1095019004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI0MjJ8aW1hZ2UvanBlZ3xhRE14TDJnelppODRPVGd5TlRRek5qTXdNelkyTHpFd09UVXdNVGt3TURRdE1WODRNREJYZURnd01FZ3wwOWY4MWQ2N2FlNWQxYjNkYzczODhhMDhlY2VlNTQyOTI4OGFjMTFlZjBmMzAwYmQ5MjZmZjdlZTI3MmUwYTdl,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095118003,9202DC,22245C,VERTEX,"VERTX PISTON 22245, 53,97MM",Pistón fundición VERTEX,151.78,125.44,81.54,8430525675025,0,8409910090,0,1,PISTON FOR KX125199453.97MM,PISTON FOR KX125199453.97MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,970 mm",270,180,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,C,https://api.mybihr.com/medias/1095118003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1k0TDJnNU1TODRPVFF5TlRJeE1ESTBOVFF5THpFd09UVXhNVGd3TURNdE1WODRNREJYZURnd01FZ3wzOGQ0MTM2M2ExY2VkOTVkMWJkYzg2Zjk4MzU5MGEzYjFlNmRkYWNlM2EwMzk4MTU4YjM0ZTNlZDc1MmFiNDNk,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095118002,9202DB,22245B,VERTEX,"VERTX PISTON 22245, 53,96MM",Pistón fundición VERTEX,151.78,125.44,81.54,8430525675018,2,8409910090,0,1,PISTON FOR KX125 1994 53.96MM,PISTON FOR KX125 1994 53.96MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,960 mm",270,180,57,57,83,Aluminio,Estándar,,,,,,,,,2T,,B,https://api.mybihr.com/medias/1095118002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhREpqTDJobFpDODRPVE13TXpNek1UWXpOVFV3THpFd09UVXhNVGd3TURJdE1WODRNREJYZURnd01FZ3xmNTY5YjE1NjkxMDc2MTc2NGJkYjRkNTZkZTI2YzcwMWJkOTMzMmJmMDhlMGNkYjQyYTcyNDg4NWZjMjdiMTA4,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095118001,9202DA,22245A,VERTEX,"VERTX PISTON 22245, 53,95MM",Pistón fundición VERTEX,151.78,125.44,81.54,8430525675001,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 53,950 mm",242,180,52,56,83,Aluminio,Estándar,,,,,,,,,2T,,A,https://api.mybihr.com/medias/1095118001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA3OTV8aW1hZ2UvanBlZ3xhR1EwTDJoak5TODRPVEExTnpNeU16a3dPVFF5THpFd09UVXhNVGd3TURFdE1WODRNREJYZURnd01FZ3wxNmU2ZjY1NjI1ZjRlNDJiNWExOWI2ODRkMjU5NjliNzY4MGJkZmI2YTIyMDM5MjYwMTUwMmEyN2E0OWI1NmI0,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1095318001,,23638A,VERTEX,"VERTX PISTON 23638, 101,96MM",Pistón forjado VERTEX,309.49,255.78,166.26,23638A,0,8409910090,0,1,Ø101.96 VERTEX PISTON FOR HONDA QUAD,Ø101.96 VERTEX PISTON FOR HONDA QUAD,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 101,96 mm",1435,584,121,121,98,Aluminio,Estándar,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1095318001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA4MTR8aW1hZ2UvanBlZ3xhREprTDJnMFpTODRPVGd5TmpjME1UYzRNRGM0THpFd09UVXpNVGd3TURFdE1WODRNREJYZURnd01FZ3xjNjE2MGRiMDVlZWY0MWZlNGRmMDFhODBlZjRiYjBlY2Q2YjJkODBkMmNjZDE0Zjc4MTIxMDdiZjIzYzQ2NDI4,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1121209002,,24615B,VERTEX,"VERTX PISTON 24615, 80,970MM",Pistón forjado VERTEX Replica,217.18,179.49,116.67,24615B,1,8409910090,0,1,"Los pistones VERTEX son famosos por su rendimiento y fiabilidad a lo largo del tiempo. Especializada en la fabricación de elementos térmicos para motores off-road, en los que muchas marcas la eligen como equipamiento original.","Los pistones VERTEX son famosos por su rendimiento y fiabilidad a lo largo del tiempo. Especializada en la fabricación de elementos térmicos para motores off-road, en los que muchas marcas la eligen como equipamiento original.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 80,970 mm",801,265,111,111,65,Aluminio,Estándar,,,,,,,,,4T,,B,https://api.mybihr.com/medias/800Wx800H-1121209002-1.jpg?context=bWFzdGVyfHJvb3R8NDA3OTZ8aW1hZ2UvanBlZ3xhR05sTDJnNVlpOHpNVE16TURrNE1EazROamt4TUM4NE1EQlhlRGd3TUVoZk1URXlNVEl3T1RBd01pMHhMbXB3Wnd8MTI0NDc0NmJiNWZiYjE2NDZhNjdjMTQ5OTI4NTIxNWIxZWVjYjJhZGM0OGEyNTIwMTBmNTAyYzdhNzEwNGNjZA,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1121209001,,24615A,VERTEX,"VERTX PISTON 24615, 80,960MM",Pistón forjado VERTEX Replica,217.18,179.49,116.67,24615A,0,8409910090,0,1,"Los pistones VERTEX son famosos por su rendimiento y fiabilidad a lo largo del tiempo. Especializada en la fabricación de elementos térmicos para motores off-road, en los que muchas marcas la eligen como equipamiento original.","Los pistones VERTEX son famosos por su rendimiento y fiabilidad a lo largo del tiempo. Especializada en la fabricación de elementos térmicos para motores off-road, en los que muchas marcas la eligen como equipamiento original.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 80,960 mm",801,263,112,110,65,Aluminio,Estándar,,,,,,,,,4T,,A,https://api.mybihr.com/medias/800Wx800H-1121209001-1.jpg?context=bWFzdGVyfHJvb3R8NDA3OTZ8aW1hZ2UvanBlZ3xhRFZqTDJoaE9TOHpNVE16TURrNE1EVTVNelk1TkM4NE1EQlhlRGd3TUVoZk1URXlNVEl3T1RBd01TMHhMbXB3Wnd8MWRhNzViYWI4NTNkZWIyMjNjNWExNDU4MDBiNDMxYzQ5YWRiM2RhMTlkNDgyMDVlZDI1MDE4OWM4MjJmMWFhYw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1121209003,,24615C,VERTEX,"VERTX PISTON 24615, 80,980MM",Pistón forjado VERTEX Replica,217.18,179.49,116.67,24615C,1,8409910090,0,1,"Los pistones VERTEX son famosos por su rendimiento y fiabilidad a lo largo del tiempo. Especializada en la fabricación de elementos térmicos para motores off-road, en los que muchas marcas la eligen como equipamiento original.","Los pistones VERTEX son famosos por su rendimiento y fiabilidad a lo largo del tiempo. Especializada en la fabricación de elementos térmicos para motores off-road, en los que muchas marcas la eligen como equipamiento original.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 80,980 mm",793,263,113,108,65,Aluminio,Estándar,,,,,,,,,4T,,C,https://api.mybihr.com/medias/800Wx800H-1121209003-1.jpg?context=bWFzdGVyfHJvb3R8NDA3OTZ8aW1hZ2UvanBlZ3xhRGd5TDJnME5pOHpNVE16TURrNE1UTTRNREV5Tmk4NE1EQlhlRGd3TUVoZk1URXlNVEl3T1RBd015MHhMbXB3Wnd8YzhjZTQ2YmJmZjM0MTFlZTVkM2UzM2M2NTE4M2FkM2U5MzEzZTdiNjRiZGEwNDhlYjI2Yjk2YjI1Mjc0OGZlZg,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
1117735001,,23914,VERTEX,"VERTX PISTON, 38,950MM",Pistón forjado VERTEX Replica,79.59,65.78,42.76,23914,0,8409910090,0,1,"<p><strong>Kit de pist&oacute;n</strong></p>
<ul>
<li>Los pistones A, B o C de ajuste exacto se adaptan perfectamente al di&aacute;metro del cilindro para maximizar la potencia y el rendimiento, al tiempo que se reducen los gases de escape y el consumo de aceite.</li>
<li>Los pistones de 2 tiempos tienen un contenido de silicio del 18% que disminuye el desgaste y la expansi&oacute;n t&eacute;rmica, lo que permite unas tolerancias de funcionamiento m&aacute;s ajustadas para obtener m&aacute;s potencia, menos ruido y una mayor vida &uacute;til.</li>
<li>Recubrimiento de alta tecnolog&iacute;a de la falda de disulfuro de molibdeno (MOS2) para reducir el desgaste y mejorar el rodaje.</li>
<li>Los pistones de 4 tiempos est&aacute;n forjados en aleaciones 2618 o 3032 para una mayor resistencia y durabilidad.</li>
<li>Todos los kits de pistones incluyen pist&oacute;n, segmentos, bul&oacute;n y circlips.</li>
<li>Los pistones fundidos y forjados de r&eacute;plica son recambios de equipo original con relaciones de compresi&oacute;n de equipo original.</li>
<li>Los pistones de fundici&oacute;n y forjados de competici&oacute;n son &uacute;nicos con un solo segmento de compresi&oacute;n.</li>
<li>Los pistones forjados Hi-Comp aumentan la compresi&oacute;n y la potencia respecto a los pistones r&eacute;plica.</li>
<li>Los pistones forjados GP Racer's Choice tienen forjados T-box, perfiles de c&uacute;pula &uacute;nicos, tratamientos superficiales y mayores relaciones de compresi&oacute;n para producir m&aacute;s potencia, resistencia y durabilidad.</li>
<li>Los pistones Big Bore aumentan la cilindrada y la potencia manteniendo las relaciones de compresi&oacute;n originales.</li>
</ul>","
Kit de pistón

Los pistones A, B o C de ajuste exacto se adaptan perfectamente al diámetro del cilindro para maximizar la potencia y el rendimiento, al tiempo que se reducen los gases de escape y el consumo de aceite.
Los pistones de 2 tiempos tienen un contenido de silicio del 18% que disminuye el desgaste y la expansión térmica, lo que permite unas tolerancias de funcionamiento más ajustadas para obtener más potencia, menos ruido y una mayor vida útil.
Recubrimiento de alta tecnología de la falda de disulfuro de molibdeno (MOS2) para reducir el desgaste y mejorar el rodaje.
Los pistones de 4 tiempos están forjados en aleaciones 2618 o 3032 para una mayor resistencia y durabilidad.
Todos los kits de pistones incluyen pistón, segmentos, bulón y circlips.
Los pistones fundidos y forjados de réplica son recambios de equipo original con relaciones de compresión de equipo original.
Los pistones de fundición y forjados de competición son únicos con un solo segmento de compresión.
Los pistones forjados Hi-Comp aumentan la compresión y la potencia respecto a los pistones réplica.
Los pistones forjados GP Racer's Choice tienen forjados T-box, perfiles de cúpula únicos, tratamientos superficiales y mayores relaciones de compresión para producir más potencia, resistencia y durabilidad.
Los pistones Big Bore aumentan la cilindrada y la potencia manteniendo las relaciones de compresión originales.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,"Ø 38,950 mm",1,1,10,10,10,Aluminio,Estándar,,,,,,,,,4T,,A,https://api.mybihr.com/medias/1117735001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM5ODl8aW1hZ2UvanBlZ3xhR1kwTDJnNU55OHlOamM1TkRjME1UVTJNelF5TWk4eE1URTNOek0xTURBeExURmZPREF3VjNnNE1EQkl8ZTQ5OTdkZWFhZGI1NmZhYzYzMDFjYmJjNTg1OTZjOTU2YmNjNTE0ZWNmMTBiNjQ4YzM3YWVkMzRkZTJjY2RjNw,,,,,https://static.bihr.pro/eBihr/Pictures/VERTEX-pictures.zip,Spain Warehouse (Parts)
