PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Embalaje,Referencias OEM,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1015074,830407,6413.82,DELL ORTO,DELLO JET PHBN/PHVA 82,Chiclé de alta DELLORTO PHBN/PHVA 82 (6mm),4.24,3.50,2.28,6413.82,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,100,17,18,15,,,https://api.mybihr.com/medias/1015074-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR0ZpTDJnd1pTODRPVEF3T1RFMk5UYzJNamcyTHpFd01UVXdOelF0TVY4NE1EQlhlRGd3TUVnfGI4ZTE1NDk5YzYyM2QwNTM3OWY2NDU4Njg4NjUyNjhlMDVlMzg5N2ZjNzE5NmZhNWNiMjk3NzJkZTM5MGYwZWY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015077,830410,6413.90,DELL ORTO,DELLO JET PHBN/PHVA 90,Chiclé de alta DELLORTO PHBN/PHVA 90 (6mm),4.24,3.50,2.28,6413.90,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,7,200,25,24,12,,,https://api.mybihr.com/medias/1015077-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1kwTDJnM1lTODRPVEE0TkRBNE16STBNVEkyTHpFd01UVXdOemN0TVY4NE1EQlhlRGd3TUVnfDllNjFlMDEzODhlZDIwNzBhNWViYjk4NTA5MGY2ZjMzZDhlZWRiZmMxZmMzYzAxOTNmYjA4MGNlNjc2NWZjY2Y,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015042,830601,1488.45,DELL ORTO,DELLO JET PHBG 45,Chiclé de baja DELLORTO PHBG 45,4.24,3.50,2.28,1488.45,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,17,17,12,,,https://api.mybihr.com/medias/1015042-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcwNzB8aW1hZ2UvanBlZ3xhR0kxTDJoak5TODRPRFUzT1RBNE9EY3hNVGs0THpFd01UVXdOREl0TVY4NE1EQlhlRGd3TUVnfDk0YTJjZTg2YTllNzhhZTQ2NWRjNGI1YjMyNTI2Y2EwNjZlNjYxMjIyYTllN2ZmY2YyMDgyOGY5MGYyOTkyYjE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015045,830604,1488.60,DELL ORTO,DELLO JET PHBG 60,Chiclé de baja DELLORTO PHBG 60,4.24,3.50,2.28,1488.60,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,6,100,24,16,15,,,https://api.mybihr.com/medias/1015045-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcwNzB8aW1hZ2UvanBlZ3xhREZsTDJnNE55ODRPVEkwTlRNd05UY3pNelF5THpFd01UVXdORFV0TVY4NE1EQlhlRGd3TUVnfDg2NjJlY2FjNjc3NjY5OGJmMDgyZGVhODhiZDA5ZTVjMzU5MmY2ODFiZDNlMjM5NzI0Y2MwNjg4NTEyNzE1NzQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015048,630627,16690_38,DELL ORTO,DELLO JET VHST 38,Chiclé de baja DELLORTO VHST 38,16.94,14.00,9.10,16690_38,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,4,80,60,10,,,https://api.mybihr.com/medias/800Wx800H-1015048-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhR05sTDJoa015ODBOREU0TnpVMU5qWTNOVFl4TkM4NE1EQlhlRGd3TUVoZk1UQXhOVEEwT0MweExtcHdad3xlZGUwYmU1NjhhZjhkMGZkMWJmNzZkYjU3NWU0YTljZTc0MTdkODI5M2EwYzhhODRhNGVjMzNjNDllMGRhZWZh,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015050,630629,16690_40,DELL ORTO,DELLO JET VHST 40,Chiclé de baja DELLORTO VHST 40,16.94,14.00,9.10,16690_40,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,25,15,25,10,,,https://api.mybihr.com/medias/800Wx800H-1015050-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhRGsxTDJnM1pTODBOREU0TnpVMU56QTJPRGd6TUM4NE1EQlhlRGd3TUVoZk1UQXhOVEExTUMweExtcHdad3xlZWRjNzU2MTE2ZDZkYzgxZGUxOGM2Y2I1NzFiNzdlOTg0MTlkNjBjYmExZDFiNmFlMzk2NTc3YWNlOWMwNWUw,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015055,630634,16690_45,DELL ORTO,DELLO JET VHST 45,Chiclé de baja DELLORTO VHST 45,16.94,14.00,9.10,16690_45,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,25,15,15,10,,,https://api.mybihr.com/medias/800Wx800H-1015055-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhRFkzTDJnMk15ODBOREU0TnpVMU56ZzFOVEkyTWk4NE1EQlhlRGd3TUVoZk1UQXhOVEExTlMweExtcHdad3xmNWU1ZTk4OWIzN2NkMzY1ZjRiMzgyZGFhYzRkYjg2ODVmZmI4YTYxNTNiOTAwOTJjNGUzNTcxODJjZTAyODEy,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015043,830602,1488.50,DELL ORTO,DELLO JET PHBG 50,Chiclé de baja DELLORTO PHBG 50,4.24,3.50,2.28,1488.50,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,14,15,12,,,https://api.mybihr.com/medias/1015043-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcwNzB8aW1hZ2UvanBlZ3xhRGM0TDJnM1pTODRPVEF4TVRReU56UXhNREl5THpFd01UVXdORE10TVY4NE1EQlhlRGd3TUVnfGFmOTQyYWMyNDAxYjZhNTg1NjM0NjExMzUzODQwNmU0MjBiNTA0ZDNkMGE5MDQ1YTgzYTFkNWJkNDU0NzU5ZDY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015044,830603,1488.55,DELL ORTO,DELLO JET PHBG 55,Chiclé de baja DELLORTO PHBG 55,4.24,3.50,2.28,1488.55,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,100,14,22,15,,,https://api.mybihr.com/medias/1015044-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcwNzB8aW1hZ2UvanBlZ3xhR0V6TDJnd1pDODRPVEkyTkRFMk5qQXhNVEU0THpFd01UVXdORFF0TVY4NE1EQlhlRGd3TUVnfDQ1YjdjNTA0MTFmOTM2YzAwMmViNDY2OTQ2ZTA5MjU5NzNkMzI5OWM1NDZmMTBmN2UyOTEzYTQxYmZiNjQ2MjA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015046,630625,16690_36,DELL ORTO,DELLO JET VHST 36,Chiclé de baja DELLORTO VHST 36,16.94,14.00,9.10,16690_36,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,25,15,25,10,,,https://api.mybihr.com/medias/800Wx800H-1015046-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhRGxsTDJoa1lTODBOREU0TnpVMU5qUTNPVEF3Tmk4NE1EQlhlRGd3TUVoZk1UQXhOVEEwTmkweExtcHdad3xhNmI1NGI1ZGFlZTcwNDg5ZDYyYmYxNmRlNzIyYjJhYjk4Yjg0NTAzOTgyYTQ3NzM1NTUxZDYwOWY5MzRlYzg4,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015068,830401,6413.68,DELL ORTO,DELLO JET PHBN/PHVA 68,Chiclé de alta DELLORTO PHBN/PHVA 68 (6mm),4.24,3.50,2.28,6413.68,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,11,2,26,27,15,,,https://api.mybihr.com/medias/1015068-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1JsTDJoaU1pODRPVFV6TWpNMU5UTTNPVFV3THpFd01UVXdOamd0TVY4NE1EQlhlRGd3TUVnfDc0NzcwMTE0ODg4MWU2OTRkZTVhMWQwZDFjY2EzOGFmODhjZjc1NWM0NTk1N2U4NTI1YTVlYzU1OGUwNGI5YTA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015061,830419,6413.112,DELL ORTO,DELLO JET PHBN/PHVA 112,Chiclé de alta DELLORTO PHBN/PHVA 112 (6mm),4.24,3.50,2.28,6413.112,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,5,13,10,8,,,https://api.mybihr.com/medias/1015061-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREk1TDJobE1pODRPVE00T1RZMk5qRTBNRFEyTHpFd01UVXdOakV0TVY4NE1EQlhlRGd3TUVnfDkzZmFlNDg4YTkyN2JlMWY0NzJiZTgzMWE0Njg4ZjNjNDIzMDhhMGRiYjQ0ZGIxZmMwNzlhODVkNjg4ZWNmNzY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015064,830422,6413.120,DELL ORTO,DELLO JET PHBN/PHVA 120,Chiclé de alta DELLORTO PHBN/PHVA 120 (6mm),4.24,3.50,2.28,6413.120,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,20,20,15,10,,,https://api.mybihr.com/medias/1015064-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGc0TDJnMllTODRPRFUzT1RFM05USXhPVFV3THpFd01UVXdOalF0TVY4NE1EQlhlRGd3TUVnfGQ2MjQ0OTAxMDNmMzJmNGI2MmU4YmM0ODNhM2Y2ZjhjMmRjZjhhN2ViY2MyY2Q5YmZkNzQ5YzQ5NWRiMTkwNzk,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015113,830855,52620-77,DELL ORTO,DELLO SPAREPARTS GASKET KIT PHBN,Juntas carburador DELLORTO PHBN,10.65,8.80,5.72,52620-77,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,27,3,44,52,12,,,https://api.mybihr.com/medias/1015113-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTF8aW1hZ2UvanBlZ3xhRGc0TDJnek5TODRPVFE1TVRBM05Ea3dPRFEyTHpFd01UVXhNVE10TVY4NE1EQlhlRGd3TUVnfGM4NzI0Y2ZiYWU2ZWY0OGNkMTgwNjJiZGIzMzQ5N2ZhNDgyMzMxNDdkYTExNmQ3YjdkMTU4NjJhMDI2ZDhmNzA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014974,800024,02696,DELL ORTO,DELLO CARBURETOR PHBG 21 BLACK,Carburador DELLORTO Ø21 PHBG Racing Black Edition,168.19,139.00,90.35,02696,2,8409910090,0,1,"<p>Los carburadores Dellorto est&aacute;n considerados como un referente del sector en Europa. Los de tipo PHBG en principio est&aacute;n pensados para la puesta a punto de motores 2T para la competici&oacute;n.</p><ul><li>Carburador tipo PHBG &Oslash; 19.</li><li>Black Edition: cuerpo del carburador en negro.</li><li>Montaje flexible, &Oslash;25 (lado del motor).</li><li>Est&aacute;rter por cable.</li><li>Cuba de aluminio, con tapa para un ajuste r&aacute;pido.</li><li>Compatible con multitud de motos y scooters 2T.</li><li>&Oacute;ptimo para la puesta a punto del motor.</li></ul>","
Los carburadores Dellorto están considerados como un referente del sector en Europa. Los de tipo PHBG en principio están pensados para la puesta a punto de motores 2T para la competición.Carburador tipo PHBG Ø 19.Black Edition: cuerpo del carburador en negro.Montaje flexible, Ø25 (lado del motor).Estárter por cable.Cuba de aluminio, con tapa para un ajuste rápido.Compatible con multitud de motos y scooters 2T.Óptimo para la puesta a punto del motor.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2634,499,207,126,101,,,https://api.mybihr.com/medias/1014974-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODEyNjR8aW1hZ2UvanBlZ3xhRFE1TDJnME5DODRPVEkzTURZM01URXhORFUwTHpFd01UUTVOelF0TWw4NE1EQlhlRGd3TUVnfDY1YTJjOThiYWFjYjZmNTQ0ZGNmYjFjMDE1MDNmZTdkYzY5NDRkYjNkNjQxYTMxNjBmMGQ3ZjZhMzA5ZTQxNGE,https://api.mybihr.com/medias/1014974-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDkwNDd8aW1hZ2UvanBlZ3xhRGhpTDJnelpDODRPVEkzTURZM016QTRNRFl5THpFd01UUTVOelF0TTE4NE1EQlhlRGd3TUVnfGMzMjM4YTEyZTRhMWM4Y2UyODg0OWUyMGU1OTg3OGFlOGY2MDJmNTZiOTA0MjFiODE1ZWIzNjBmYTMzM2IxZWI,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015040,830319,1486.98,DELL ORTO,DELLO JET PHBG/SHA 98,Chiclé de alta DELLORTO PHBG/SHA 98 (5mm),3.27,2.70,1.76,1486.98,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,17,100,29,34,17,,,https://api.mybihr.com/medias/1015040-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRE0wTDJobE1TODRPVE0wT0RjeE9Ua3dNekF5THpFd01UVXdOREF0TVY4NE1EQlhlRGd3TUVnfGIwM2FiZTIxZTAzMGY0ZDZhZWUyZWE1ZjIwNzkyYTQwMGNhMDIxM2Y5NTIzNTRjNTcwNGY5ZDVlOWZkMmFhNmY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015021,830300,1486.50,DELL ORTO,DELLO JET PHBG/SHA 50,Chiclé de alta DELLORTO PHBG/SHA 50 (5mm),3.27,2.70,1.76,1486.50,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,6,2,32,25,8,,,https://api.mybihr.com/medias/1015021-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1l6TDJoak5pODRPVFExTmprd05EYzJOVGMwTHpFd01UVXdNakV0TVY4NE1EQlhlRGd3TUVnfGEzMjY5MWRiNGI3MzVjOGI5ZTc3OWM4NGM2Zjc3MjVhNWZiYjBlZjQyMzFlMjFmNmE1ZGFkMGM3N2M5MGQyYmY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015022,830301,1486.52,DELL ORTO,DELLO JET PHBG/SHA 52,Chiclé de alta DELLORTO PHBG/SHA 52 (5mm),3.27,2.70,1.76,1486.52,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,19,100,39,32,15,,,https://api.mybihr.com/medias/1015022-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFExTDJoak15ODRPVFExTmpRMk56TXhNamswTHpFd01UVXdNakl0TVY4NE1EQlhlRGd3TUVnfDU0ODAyYTU0ZTNjOWE1YjgwYTgyODJkYTBmY2NlMTViMzM0MGNjMzNmMmUyN2QzNTQ5MmFhMmVlOTUyN2U0ZGI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015027,830306,1486.65,DELL ORTO,DELLO JET PHBG/SHA 65,Chiclé de alta DELLORTO PHBG/SHA 65 (5mm),3.27,2.70,1.76,1486.65,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,10,3,33,25,12,,,https://api.mybihr.com/medias/1015027-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGszTDJoa1lTODRPVEE0TXpJeE56VXhNRGN3THpFd01UVXdNamN0TVY4NE1EQlhlRGd3TUVnfGU1MWQ5NzY5YzM0ZGU5YWFlNDU0NTNmY2VhMDNlODNkNmUyNmZmMjlhMDdkY2YwNzdjY2ZjZjg3OWJjZWY0YzM,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015073,830406,6413.80,DELL ORTO,DELLO JET PHBN/PHVA 80,Chiclé de alta DELLORTO PHBN/PHVA 80 (6mm),4.24,3.50,2.28,6413.80,6,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,50,2,110,75,6,,,https://api.mybihr.com/medias/1015073-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR05oTDJobVppODRPVFV5TnpBM056UXpOemMwTHpFd01UVXdOek10TVY4NE1EQlhlRGd3TUVnfDE4M2FjODZkODEyNGM1NmUyZjk4Nzk5MDZlMGM5Yzk0Y2NjZDU3MzhkYmQ1NjQwZWFjOTc1YWU5ZTE1ZjQ0ZGE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015075,830408,6413.85,DELL ORTO,DELLO JET PHBN/PHVA 85,Chiclé de alta DELLORTO PHBN/PHVA 85 (6mm),4.24,3.50,2.28,6413.85,8,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,100,80,60,10,,,https://api.mybihr.com/medias/1015075-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1U0TDJnM05pODRPVE0wT0Rnek5Ua3dNVGMwTHpFd01UVXdOelV0TVY4NE1EQlhlRGd3TUVnfGM2ZGY2OGZlZjQyMTcyMWU5N2UwODkxZjE5MGU2YTk5MTJjZDY0ODQyMDExYzY1YTZhMDRjNWQwZTkzYjcyYjI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014968,830003,01407,DELL ORTO,"DELLO CARBURETOR PHVA 17,5","Carburador DELLORTO PHVA 17,5 Minarelli AM6 - starter manual",108.90,90.00,58.50,01407,7,8409910090,0,1,"<p>Para motores de 2 tiempos de 50cc, especialmente adecuado para los motores Derbi Supermoto y Minarelli AM6 en general.</p>","
Para motores de 2 tiempos de 50cc, especialmente adecuado para los motores Derbi Supermoto y Minarelli AM6 en general.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,961,377,120,91,88,,,https://api.mybihr.com/medias/1014968-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI2NTR8aW1hZ2UvanBlZ3xhR1poTDJnME9TODRPRGN6TXpNNU1EWXdNalUwTHpFd01UUTVOamd0TVY4NE1EQlhlRGd3TUVnfDU4YzJjMDY3ZTI3MjAwYmY3Y2U5MGIwNDU1Y2U3MWZjMDBjNjQ1MGE1MjY4Yjg0MmVhZGY2YTdmOTM5ZTFlYWU,https://api.mybihr.com/medias/1014968-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzcwMzB8aW1hZ2UvanBlZ3xhRE5rTDJnME15ODRPRGN6TXpNNU1qVTJPRFl5THpFd01UUTVOamd0TWw4NE1EQlhlRGd3TUVnfDVhZTM0OGJlNDc1MzY0ZDhmZTU5MjY0MTQ4ZTJjMGRkOWVlNTU3OTJjNGM4NjhjMTgyYWFlMzBlNDM4Nzk4MWI,https://api.mybihr.com/medias/1014968-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDIwMDV8aW1hZ2UvanBlZ3xhRFpqTDJnell5ODRPRGN6TXpNNU5EVXpORGN3THpFd01UUTVOamd0TTE4NE1EQlhlRGd3TUVnfDZlNDU5YzZjNzA1M2FiMWRmOWEwNjJkN2ViNGM4ZjUyN2IxOWE1Mjk5ZTMxY2JjYzVkMjA2YjAzZThhMWU1OTY,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014970,800025,02045,DELL ORTO,DELLO CARBURETOR SHA 15/15,Carburador DELLORTO SHA 15/15 - starter con cable,66.55,55.00,35.75,02045,0,8409910090,0,1,"<p>Los carburadores Dellorto est&aacute;n considerados como un referente del sector en Europa. Los de tipo SHA permiten una sustituci&oacute;n similar a la del equipo original.</p><ul><li>Carburador est&aacute;ndar tipo SHA &Oslash;15&nbsp;&nbsp;</li><li>Montaje r&iacute;gido, &Oslash;18</li><li>Est&aacute;rter mediante tirador</li><li>Compatible con multitud de motos y scooters 2T.</li></ul>","
Los carburadores Dellorto están considerados como un referente del sector en Europa. Los de tipo SHA permiten una sustitución similar a la del equipo original.Carburador estándar tipo SHA Ø15  Montaje rígido, Ø18Estárter mediante tiradorCompatible con multitud de motos y scooters 2T.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,929,377,120,88,88,,,https://api.mybihr.com/medias/1014970-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0NzN8aW1hZ2UvanBlZ3xhR0V4TDJnMVlTODRPVEF3T1RneE16a3hNemt3THpFd01UUTVOekF0TVY4NE1EQlhlRGd3TUVnfDYxMTIxNjM2NzgwMDhjNDZiODA0YTU3Zjc5OWE4NzQ3NmNmZTU1MmRiM2E3Zjg2Yzc3NDY1NzcyMjRmMTUzZGU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014988,830347,06413_138,DELL ORTO,DELLO JET 6MM 138MM,Chiclé de alta DELLORTO PHBN/PHVA 138 (6mm),4.24,3.50,2.28,06413_138,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,10,20,10,10,,,https://api.mybihr.com/medias/1014988-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhRGd3TDJnM01pODRPVEF4TnpJMk5EY3dNVGMwTHpFd01UUTVPRGd0TVY4NE1EQlhlRGd3TUVnfDE0MWJiYjNhOGIyNmQ4NDhhNzIzMmM0Njg5N2VkZWFjZjkxN2Y3NGRiZTQ0NjAyZmU2NzI1NzQ3MGQ5OWY0Mzg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015060,830418,6413.110,DELL ORTO,DELLO JET PHBN/PHVA 110,Chiclé de alta DELLORTO PHBN/PHVA 110 (6mm),4.24,3.50,2.28,6413.110,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,200,20,20,20,,,https://api.mybihr.com/medias/1015060-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFl5TDJoalpDODRPRGN6TXpRd01EUXpNamswTHpFd01UVXdOakF0TVY4NE1EQlhlRGd3TUVnfDg1NWJkMDExNTNhMGJmMzQ1MjY4YWQ5YTlmMjMxM2NjNDEyNGQxNDc0MzhiYzkzZTMzNzY1MWI4YTA4MWQwMDU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015062,830420,6413.115,DELL ORTO,DELLO JET PHBN/PHVA 115,Chiclé de alta DELLORTO PHBN/PHVA 115 (6mm),4.24,3.50,2.28,6413.115,6,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,7,100,27,21,12,,,https://api.mybihr.com/medias/1015062-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR0V5TDJoalpTODRPRGN6TnpVeU9USXdNRGswTHpFd01UVXdOakl0TVY4NE1EQlhlRGd3TUVnfDU5NDUwYWFiMmRmODBjNzNiNTgxYzhiNGIwYWYzMmMxYjI4YzQ1MGI3MWJhMWVkY2JlMTY0MDhkYjhmMmM5YWU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015065,830423,6413.122,DELL ORTO,DELLO JET PHBN/PHVA 122,Chiclé de alta DELLORTO PHBN/PHVA 122 (6mm),4.24,3.50,2.28,6413.122,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,3,17,16,12,,,https://api.mybihr.com/medias/1015065-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1k1TDJobE9DODRPVE00T1RZMk9ERXdOalUwTHpFd01UVXdOalV0TVY4NE1EQlhlRGd3TUVnfDEyYThiMmRhNzFiMGM2ZjU2MDIxOThmMDY1M2I4MThkNDQ3MDU2M2EwMWEwZTEwODU3MzY5YzY2MWJmMDZiYTg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015066,830424,6413.125,DELL ORTO,DELLO JET PHBN/PHVA 125,Chiclé de alta DELLORTO PHBN/PHVA 125 (6mm),4.24,3.50,2.28,6413.125,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,14,14,12,,,https://api.mybihr.com/medias/1015066-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGN5TDJnM1lTODRPVE0wTnpjek5ESTBNVFU0THpFd01UVXdOall0TVY4NE1EQlhlRGd3TUVnfDliYjFmNjMyNTk2NmNmZGU5NDg3N2M1MTUyNWFkYzEzYmI3ZTQ1ODdhNjRkNmU2NjgxZDgxMmJlNmIwMTVmZWE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
