PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro Ø (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,Picture12,AllPicturesZIP,DeliveryPlant
1117542,,CW41005K01,CYLINDER WORKS,CYLWK TOP ENGINE KIT HC,Kit cilindro completo CYLINDER WORKS sobredimensionado - Suzuki RM-Z 250,695.22,574.56,373.46,8-CW41005K01,0,8714109090,0,1,"<p><strong>Especificaciones</strong></p>
<ul>
<li>Utiliza el pist&oacute;n Vertex #23925</li>
<li><strong>Relaci&oacute;n de compresi&oacute;n:</strong> 13.5:1</li>
<li><strong>Di&aacute;metro del cilindro:</strong>&nbsp;80 mm</li>
<li><strong>Tipo de kit de cilindro:</strong>&nbsp;Sobredimensionado</li>
<li><strong>Cilindrada:</strong>&nbsp;270 cc</li>
<li><strong>Tipo de motor:</strong> 4&nbsp;Tiempos</li>
<li><strong>Incluye:</strong> Cilindro, kit de pist&oacute;n y kit de juntas de la parte superior</li>
<li><strong>Tama&ntilde;o superior al est&aacute;ndar:</strong>&nbsp;3.00 mm</li>
</ul>","
Especificaciones

Utiliza el pistón Vertex #23925
Relación de compresión: 13.5:1
Diámetro del cilindro: 80 mm
Tipo de kit de cilindro: Sobredimensionado
Cilindrada: 270 cc
Tipo de motor: 4 Tiempos
Incluye: Cilindro, kit de pistón y kit de juntas de la parte superior
Tamaño superior al estándar: 3.00 mm
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,10264,1405,288,216,165,Aluminio,Alta compresión,,https://api.mybihr.com/medias/1117542-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQxNzR8aW1hZ2UvanBlZ3xhRGRpTDJnM1l5OHlOalkyTVRrME9ESXlOell4TkM4eE1URTNOVFF5TFRGZk9EQXdWM2c0TURCSXxkZGIxMDdkMjE5NmRmMjlkZjNlNjc2MWMxNjY3NGE5YmNkMjk2MDEyY2U5Zjk3MDZmNzJiMWRhYWJkYjIwNmFl,https://api.mybihr.com/medias/1117542-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTE3ODc4fGltYWdlL2pwZWd8YURGaUwyZzRZUzh5TmpZMk1UazBPRFl5TURnek1DOHhNVEUzTlRReUxUSmZPREF3VjNnNE1EQkl8NzhlZjVjODg4NzNlMTE0ZDAxNjJiMWYxMzgwNTkyNDhmZjk3MmY3YjQ0NTc2NjlmMWQwZDY3NGI0YzVhZGFlNg,https://api.mybihr.com/medias/1117542-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0ODI0fGltYWdlL2pwZWd8YURVMEwyaGtaaTh5TmpZMk1UazBPVEF4TkRBME5pOHhNVEUzTlRReUxUTmZPREF3VjNnNE1EQkl8ZTA5NTFhZTg0NmVlMTEyOTEwMDYwMTUwOGMxYjNjMDZhOWFhNjBiZWZkZTAyMDdiNDFmOTVhMTQwOGE1MjBkZA,https://api.mybihr.com/medias/1117542-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4NzI2fGltYWdlL2pwZWd8YUdVeUwyaGxZeTh5TmpZMk1UazBPVFF3TnpJMk1pOHhNVEUzTlRReUxUUmZPREF3VjNnNE1EQkl8ODA0MzdhNjQzNTg5N2I1MWIzMWRjNmM1NzMwY2U0MzMzMDZjYTI2NDlmMWEwODkxNmM4OGQyMTI3YmM0YzNmNA,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1117544,,CW21014K01,CYLINDER WORKS,CYLWK TOP ENGINE KIT HC,Kit cilindro completo CYLINDER WORKS sobredimensionado - Yamaha,801.15,662.11,430.37,8-CW21014K01,1,8714109090,0,1,"<p><strong>Especificaciones</strong></p>
<ul>
<li>Utiliza el pist&oacute;n Vertex #24461</li>
<li><strong>Relaci&oacute;n de compresi&oacute;n:</strong> 13.0:1</li>
<li><strong>Di&aacute;metro del cilindro:</strong>&nbsp;99 mm</li>
<li><strong>Tipo de kit de cilindro:</strong>&nbsp;Sobredimensionado</li>
<li><strong>Cilindrada:</strong>&nbsp;470 cc</li>
<li><strong>Tipo de motor:</strong> 4&nbsp;Tiempos</li>
<li><strong>Incluye:</strong> Cilindro, kit de pist&oacute;n y kit de juntas de la parte superior</li>
<li><strong>Tama&ntilde;o superior al est&aacute;ndar:</strong> 2.00 mm</li>
</ul>","
Especificaciones

Utiliza el pistón Vertex #24461
Relación de compresión: 13.0:1
Diámetro del cilindro: 99 mm
Tipo de kit de cilindro: Sobredimensionado
Cilindrada: 470 cc
Tipo de motor: 4 Tiempos
Incluye: Cilindro, kit de pistón y kit de juntas de la parte superior
Tamaño superior al estándar: 2.00 mm
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,10300,1966,289,216,165,Aluminio,Alta compresión,,https://api.mybihr.com/medias/1117544-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzczOTN8aW1hZ2UvanBlZ3xhRFl3TDJneE5pOHlOalkyTVRrMU1EazRNREV5Tmk4eE1URTNOVFEwTFRGZk9EQXdWM2c0TURCSXxlMWQ1YjZjMThmZGYwNTc5YzI2MTUzNjM5N2FiMmM3YTNhNDliZDkzNWEyYjFhNjllZDM1YzliMDY0YmI2NTQ5,https://api.mybihr.com/medias/1117544-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5MjA0fGltYWdlL2pwZWd8YURrNUwyZzJZaTh5TmpZMk1UazFNVE0zTXpNME1pOHhNVEUzTlRRMExUSmZPREF3VjNnNE1EQkl8ZjExMmMwMDFkODg4ZTgxMGE5ZDk3OGRhNGEzZWY2NDJlNmM5ZWFhM2MxMGI0YzgwYjBhZGQwMjM5MDJjZTFiMg,https://api.mybihr.com/medias/1117544-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTM4ODU2fGltYWdlL2pwZWd8YURJMkwyZzNPUzh5TmpZMk1UazFNVGMyTmpVMU9DOHhNVEUzTlRRMExUTmZPREF3VjNnNE1EQkl8MTM1OTllMzJjMzIzMjNkNDQwNDE5ZWY4YmYwYzBmMGJlYjk1NWI5YmUxZWEzNjk4M2MzYzFkNTRkZGQyYTAxMg,https://api.mybihr.com/medias/1117544-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTUxODYxfGltYWdlL2pwZWd8YURWbUwyaGpaUzh5TmpZMk1UazFNakUxT1RjM05DOHhNVEUzTlRRMExUUmZPREF3VjNnNE1EQkl8NzZmNDUzMWYxMTM2NzM1ZWI2MjMwNWUzNzZlN2U5NDcyMjAyMThhM2YzNjRiNDMyYjA2NjQ0YzAxNmQzN2RhZQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1019352,,860VG810372,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,81.49,67.35,43.78,860VG810372,0,8409910090,0,1,GASKET KIT CYLINDER WORKS,GASKET KIT CYLINDER WORKS,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,448,89,183,144,17,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019365,,860VG810984,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,91.33,75.48,49.06,860VG810984,0,8409910090,0,1,GASKET KIT CYLINDER WORKS,GASKET KIT CYLINDER WORKS,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,385,62,191,144,14,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019389,,31012-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,107.94,89.21,57.99,31012-G01,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,372,63,211,147,12,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019368,,10008-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,75.25,62.19,40.42,10008-G01,0,8714109090,0,1,"Cylinder Works cylinder kits are used for reconditioning the engine internal components and are equipped with a Vertex piston, renowned for their balance between performance and reliability.","Cylinder Works cylinder kits are used for reconditioning the engine internal components and are equipped with a Vertex piston, renowned for their balance between performance and reliability.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1,100,10,10,10,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019372,,11005-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,100.74,83.26,54.12,11005-G01,0,8714109090,0,1,VERTEX engine gaskets are renowned for their reliability over time and provide the necessary sealing for problem-free running of the engine.,VERTEX engine gaskets are renowned for their reliability over time and provide the necessary sealing for problem-free running of the engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1,100,10,10,10,,,,https://api.mybihr.com/medias/1019372-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI2MTV8aW1hZ2UvanBlZ3xhR1kyTDJnMU5TODRPVEF3T1RVeU5qZzJOakl5THpFd01Ua3pOekl0TVY4NE1EQlhlRGd3TUVnfDc5Zjg1NzkxNjk3OTg4NDliZTI3ZDYyMTkwOGIzMjY5NDkyMGY3Mzg0NzgxM2M0MWMzZDc5NTQzN2QxMTNhODY,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019374,,11007-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,84.29,69.66,45.28,11007-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,322,70,174,154,12,,,,https://api.mybihr.com/medias/1019374-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhRE5pTDJnME55ODRPVFExT0RNd09EZzNORFUwTHpFd01Ua3pOelF0TVY4NE1EQlhlRGd3TUVnfGI3M2I3MDU5OWE0ZGJlZGRiNzExMTdkOTQ3NGE1ZWJkYmI0ZjM0ZmFmOWQ2NjJiZDFlZTI0Nzc4MDRhZGY4Yzc,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019371,,11003-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,102.80,84.96,55.22,11003-G01,0,8714109090,0,1,VERTEX engine gaskets are renowned for their reliability over time and provide the necessary sealing for problem-free running of the engine.,VERTEX engine gaskets are renowned for their reliability over time and provide the necessary sealing for problem-free running of the engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,253,73,214,148,8,,,,https://api.mybihr.com/medias/1019371-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI2MTV8aW1hZ2UvanBlZ3xhREpsTDJoaU1TODRPVEkwTkRBNU9ESXpNall5THpFd01Ua3pOekV0TVY4NE1EQlhlRGd3TUVnfDk5ZThiM2I3MDg4ZDM0NWE3ODM4Y2FjNTg0MGI0YjJmMTE3N2NiZWZhNWE0MjlkZjQyM2MxZTJhM2M5NWFiOWY,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019373,,11006-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,115.14,95.16,61.85,11006-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,333,69,177,157,12,,,,https://api.mybihr.com/medias/1019373-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhR1F5TDJnNE1DODRPVE0wT0RjMU56STFPRFUwTHpFd01Ua3pOek10TVY4NE1EQlhlRGd3TUVnfGY5NDk1ZjdjNmUyOTkyZWExNjhkMDExYjIwYzkyMTVjYmEyZjU3OTE0NmI3M2EyNGIwNTA2YWNlN2NlZmQwZjY,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019385,,30007-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,62.17,51.38,33.40,30007-G01,0,8714109090,0,1,Replacement gaskets for Cylinder Works 051094 cylinder kit,Replacement gaskets for Cylinder Works 051094 cylinder kit,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1,100,10,10,10,,,,https://api.mybihr.com/medias/1019385-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI2ODl8aW1hZ2UvanBlZ3xhR0ptTDJnell5ODRPVEkwTlRRMk1UQTFNemMwTHpFd01Ua3pPRFV0TVY4NE1EQlhlRGd3TUVnfDYwMGI3ODY0MTI2YWE4Y2YyZDhiMjM1ZjgzODdkOTM4ZTVjOTMwOTYzNjk0OGEzZDJhYzU4YWNmNDRiZTI2NTk,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019387,,31004-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Juego de juntas de motor Big Bore Top de CYLINDER WORKS,102.80,84.96,55.22,31004-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,191,67,177,154,7,,,,https://api.mybihr.com/medias/1019387-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhR1UxTDJneFlTODRPVFE1TURRMk5UUXlNelkyTHpFd01Ua3pPRGN0TVY4NE1EQlhlRGd3TUVnfGNlNjJkNzJmNzE0YTFjNjI1YWIyOWRkYzE3YjYwMGQyZjcyZjE3YTc2OTFmMmRkODU5MGZhMjNmY2E4MjA3Nzg,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019393,,50003-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,88.34,73.01,47.46,50003-G01,0,8714109090,0,1,<p>Cylinder Works replacement gaskets are exclusively designed for the brand's cylinder kits. This guarantees the sealing and performance of the assembly</p><ul><li>Top end replacement gaskets</li><li>For 350cc cylinder</li><li>Contents of the kit: cylinder head - base gasket - exhaust gasket - chain tensioner housing gasket</li></ul>,"
Cylinder Works replacement gaskets are exclusively designed for the brand's cylinder kits. This guarantees the sealing and performance of the assemblyTop end replacement gasketsFor 350cc cylinderContents of the kit: cylinder head - base gasket - exhaust gasket - chain tensioner housing gasket",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1,100,10,10,10,,,,https://api.mybihr.com/medias/1019393-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA5OTN8aW1hZ2UvanBlZ3xhREF5TDJneE1DODRPVEkyTkRFeE1qa3lOekF5THpFd01Ua3pPVE10TVY4NE1EQlhlRGd3TUVnfDhlNWU3NjcxN2E5ODQ5YTY5Y2Y1NDk0NDIwNjM2ZjFiZmNjMTBmMDEzM2QyYzE3NjA3ODU2YmM4YjA4ZjI1Y2U,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1006862,603414,41002-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit de juntas para cilindro Cylinder Works 41002,102.80,84.96,55.22,41002-G01,0,8714109090,0,1,"<p justify>Juego de juntas parte alta, sobredimensionado (+2.5 mm). Incluye juntas para culata, base, escape y arbol de levas.</p>","
Juego de juntas parte alta, sobredimensionado (+2.5 mm). Incluye juntas para culata, base, escape y arbol de levas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,329,72,178,154,12,,,,https://api.mybihr.com/medias/1006862-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI2MTV8aW1hZ2UvanBlZ3xhREJpTDJnNFppODRPRGN6TXpVM05ERXdNek0wTHpFd01EWTROakl0TVY4NE1EQlhlRGd3TUVnfDQ0MzFjZGZmYWI1YjI0N2VlMGViYjIyZTY1M2E4YmIzOGMyMjdhZTFlY2YzZWI5NTBhOTQxNmY1ZjM1NmY5ZTU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019355,,860VG810463,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,67.43,55.73,36.22,860VG810463,0,8409910090,0,1,VERTEX REPLACEMENT GASKETS FOR 053020 KXF 250 / RM-Z250 250CC 77MM,VERTEX REPLACEMENT GASKETS FOR 053020 KXF 250 / RM-Z250 250CC 77MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,327,62,177,154,12,,,,https://api.mybihr.com/medias/1019355-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhREkzTDJnd1lpODRPVE0wT0RFMk1EZzRNRGswTHpFd01Ua3pOVFV0TVY4NE1EQlhlRGd3TUVnfDdkYjkzOGY0Yjg3ZGM4MjI5OTU0MGQzMDVhMWVmOGYxOTg4NjVmMTViYTkzZjkyNmRjYzUwMWEyNzZhNTZhZmE,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019362,,860VG810847,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,60.38,49.90,32.44,714205808476,1,8409910090,0,1,VERTEX REPLACEMENT GASKETS FOR 052023 DR- Z/KLX400 400CC 90MM,VERTEX REPLACEMENT GASKETS FOR 052023 DR- Z/KLX400 400CC 90MM,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,677,131,238,158,18,,,,https://api.mybihr.com/medias/1019362-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxNzR8aW1hZ2UvanBlZ3xhRGd4TDJnM1lpODRPVE00T1RnMk5EY3hORFUwTHpFd01Ua3pOakl0TVY4NE1EQlhlRGd3TUVnfDI5YTgxMzY1YzU2NWFmNjYzMzlhM2MyYjJmODNhNDBhZjIwNjFkNGQ4NjkzODcxNmNmNGVhZGY5N2M5OWQ0Njg,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019340,,860VG810017,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,70.23,58.04,37.73,860VG810017,0,8409910090,0,1,REPLACEMENT GASKETS FOR KIT 051062,REPLACEMENT GASKETS FOR KIT 051062,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,391,61,178,157,14,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019382,,21005-G02,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,122.34,101.11,65.72,21005-G02,0,8714109090,0,1,<ul> <li>Top engine spare gasket</li> <li>468cc - 98mm</li></ul>," Top engine spare gasket 468cc - 98mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,327,78,177,154,12,,,,https://api.mybihr.com/medias/1019382-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU0Mjd8aW1hZ2UvanBlZ3xhRFUxTDJneE5pODRPRFU1TXpNM05qSXhOVE0wTHpFd01Ua3pPREl0TVY4NE1EQlhlRGd3TUVnfDFmMGUxZTRlMDI3NjBhMDJhZThlNDMwZWQyMGM2ZjRjMzFmODU3ZDdkOWQyNjZiYTcwZTE5MWQ4YjcyYjc5ZGU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019384,,23001-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,116.17,96.01,62.41,23001-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,247,75,178,154,9,,,,https://api.mybihr.com/medias/1019384-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhR0UxTDJoa1lTODRPRGN6TXpVek1EVXlNVGt3THpFd01Ua3pPRFF0TVY4NE1EQlhlRGd3TUVnfDczNDlmNTE1Yzc4ODc4NDk1N2U4NGYwZWQwMDllZGE4MzM0MGRmYjVmMzgxNGI1MGJmY2MwMThkZmQ2NjhkZWU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019380,,21004-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,129.54,107.06,69.59,21004-G01,0,8714109090,0,1,VERTEX engine gaskets are renowned for their reliability over time and provide the necessary sealing for problem-free running of the engine.,VERTEX engine gaskets are renowned for their reliability over time and provide the necessary sealing for problem-free running of the engine.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,524,116,213,205,12,,,,https://api.mybihr.com/medias/1019380-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI2MTV8aW1hZ2UvanBlZ3xhR1EzTDJneE55ODRPVFV5T1RZM01ETTJPVFU0THpFd01Ua3pPREF0TVY4NE1EQlhlRGd3TUVnfGVhZjNiOGYxYmUzOTY4NjI5MTA5NjNjMGQ2NDVlMjZhZjJiNTk1NDA1ODAxOGRlNTQyNTg1MTkzZjEzYzBhZGU,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019370,,11001-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,71.95,59.46,38.65,11001-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,327,67,177,154,12,,,,https://api.mybihr.com/medias/1019370-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhREUxTDJoa01TODRPVEkwTVRrd09UWTFOemt3THpFd01Ua3pOekF0TVY4NE1EQlhlRGd3TUVnfDc0NGUxZGM1ZjVjNWQ5NjZlMTliZmM2OTM2ZjBkYWQ1ZGVlYWVjMDA0NGI0MWRiNGUzMjhhZTM0N2ZlOWNlNTQ,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019378,,21002-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,96.63,79.86,51.91,21002-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,244,62,176,154,9,,,,https://api.mybihr.com/medias/1019378-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhREk1TDJnNFl5ODRPRGN6TXpVeU9EVTFOVGd5THpFd01Ua3pOemd0TVY4NE1EQlhlRGd3TUVnfGNlN2E4ZDQwYzJkMjI3MWVlNmFkYjg0MjFhZWZmNWE1MTNiZGRmYTIwNWNiN2EwNWFkZGY2YzdhMzBmYjE5NWQ,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019379,,21003-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,116.17,96.01,62.41,21003-G01,0,8714109090,0,1,FOR CYLINDER WORKS CYLINDER,FOR CYLINDER WORKS CYLINDER,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,244,78,176,154,9,,,,https://api.mybihr.com/medias/1019379-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2Nzh8aW1hZ2UvanBlZ3xhRFEzTDJnM05DODRPVEE0TnpVNU9USTBOelkyTHpFd01Ua3pOemt0TVY4NE1EQlhlRGd3TUVnfDA0OTg4NjBmNGEyZmE3NzMwYzk1YzYyODc0YjUxZjUwMzU5ZGI1Yzk0MTAzNTU5ZmNjY2ZjYTdjOTJhMzkwNWE,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1019395,,51004-G01,CYLINDER WORKS,CYLWK GASKET TOP ENGINE SET,Kit juntas de cilindro CYLINDER WORKS,163.48,135.11,87.82,51004-G01,0,8714109090,0,1,<p>Cylinder Works replacement gaskets are exclusively designed for the brand's cylinder kits. This guarantees the sealing and performance of the assembly</p><ul><li>Top end replacement gaskets</li><li>For 270cc cylinder</li><li>Contents of the kit: cylinder head - base gasket - exhaust gasket - chain tensioner housing gasket</li></ul>,"
Cylinder Works replacement gaskets are exclusively designed for the brand's cylinder kits. This guarantees the sealing and performance of the assemblyTop end replacement gasketsFor 270cc cylinderContents of the kit: cylinder head - base gasket - exhaust gasket - chain tensioner housing gasket",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,329,55,178,154,12,,,,https://api.mybihr.com/medias/1019395-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA5OTN8aW1hZ2UvanBlZ3xhREpqTDJnellpODRPVEkwTkRRMU5EQTVNekV3THpFd01Ua3pPVFV0TVY4NE1EQlhlRGd3TUVnfDM5Y2M0OWY3MGRjNTdhZGUwMmU0NmE2YTY3ZjYzODQ2N2E0ZTcwNDFlNGE0MmFhMDc0YmY2MDIxMTEyMWNhZmM,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
